Battery History (0% used, 1404 used of 256KB, 36 strings using 1752):
                    0 (9) RESET:TIME: 2017-10-24-07-22-27
          +2m50s190ms (2) 050 -wake_lock_in=1013:"AudioMix"
          +2m50s360ms (2) 050 +wake_lock_in=u0a46:"bugle_datamodel_service_wakelock"
          +2m50s360ms (2) 050 -wake_lock_in=u0a46:"bugle_background_worker_wakelock"
          +2m51s380ms (2) 050 -wake_lock_in=u0a46:"bugle_datamodel_service_wakelock"
          +2m52s940ms (2) 050 +wake_lock_in=1001:"RILJ"
          +2m52s940ms (2) 050 -wake_lock_in=1001:"RILJ"
          +2m53s420ms (2) 050 -wake_lock_in=u0a46:"*launch*"
          +2m58s350ms (2) 050 +wake_lock_in=u0a46:"*launch*"
          +2m58s360ms (2) 050 +wake_lock_in=1013:"AudioMix"
          +2m58s380ms (2) 050 -wake_lock_in=1013:"AudioMix"
          +2m58s380ms (2) 050 +wake_lock_in=1000:"AudioMix"
          +2m58s570ms (2) 050 +wake_lock_in=u0a46:"bugle_datamodel_service_wakelock"
          +2m58s580ms (2) 050 -wake_lock_in=1000:"AudioMix"
          +2m58s580ms (2) 050 +wake_lock_in=1013:"AudioMix"
          +2m58s940ms (2) 050 +wake_lock_in=u0a46:"bugle_background_worker_wakelock"
          +2m59s000ms (2) 050 -wake_lock_in=u0a46:"bugle_datamodel_service_wakelock"
          +2m59s170ms (2) 050 +wake_lock_in=u0a46:"bugle_datamodel_service_wakelock"
          +2m59s240ms (2) 050 -wake_lock_in=u0a46:"bugle_background_worker_wakelock"
          +3m00s230ms (2) 050 -wake_lock_in=u0a46:"bugle_datamodel_service_wakelock"
          +3m01s480ms (2) 050 -wake_lock_in=1013:"AudioMix"
          +3m08s360ms (2) 050 -wake_lock_in=u0a46:"*launch*"
          +3m12s950ms (2) 050 +wake_lock_in=1001:"RILJ"
          +3m12s950ms (2) 050 -wake_lock_in=1001:"RILJ"
          +3m32s080ms (2) 050 +alarm=1000:"*alarm*:android.intent.action.TIME_TICK"
          +3m32s080ms (2) 050 +wake_lock_in=1000:"*alarm*:android.intent.action.TIME_TICK"
          +3m32s710ms (2) 050 +alarm=1001:"*walarm*:com.android.internal.telephony.data-stall"
          +3m32s710ms (2) 050 -alarm=1001:"*walarm*:com.android.internal.telephony.data-stall"
          +3m32s960ms (2) 050 +wake_lock_in=1001:"RILJ"
          +3m32s960ms (2) 050 -wake_lock_in=1001:"RILJ"
          +3m34s410ms (2) 050 -alarm=1000:"*alarm*:android.intent.action.TIME_TICK"
          +3m34s410ms (2) 050 -wake_lock_in=1000:"*alarm*:android.intent.action.TIME_TICK"
          +3m52s380ms (3) 050 brightness=dark +wake_lock_in=1001:"RILJ"
          +3m52s970ms (2) 050 -wake_lock_in=1001:"RILJ"
          +4m12s980ms (2) 050 +wake_lock_in=1001:"RILJ"
          +4m12s980ms (2) 050 -wake_lock_in=1001:"RILJ"
          +4m31s430ms (2) 050 +mobile_radio stats=0:"dump"

Per-PID Stats:
  PID 0 wake time: +680ms
  PID 1360 wake time: +9s240ms
  PID 1360 wake time: 0
  PID 1686 wake time: +3s70ms
  PID 0 wake time: +20s920ms
  PID 1360 wake time: +11s710ms
  PID 0 wake time: +1s750ms
  PID 1453 wake time: +70ms
  PID 1360 wake time: +10s210ms
  PID 1360 wake time: +6s490ms
  PID 1360 wake time: +17s360ms
  PID 1963 wake time: +6s170ms

Daily stats:
  Current start time: 2017-10-24-06-14-47
  Next min deadline: 2017-10-25-01-00-00
  Next max deadline: 2017-10-24-03-00-00
  Daily from 2017-10-11-08-57-08 to 2017-10-20-07-20-42:
    Package changes:
      Update com.zyxr.home.toulfhome vers=340
      Update io.appium.settings vers=1
      Update io.appium.unlock vers=1

Statistics since last charge:
  System starts: 0, currently on battery: false
  Time on battery: 0ms (0.0%) realtime, 0ms (0.0%) uptime
  Time on battery screen off: 0ms (0.0%) realtime, 0ms (0.0%) uptime
  Total run time: 4m 31s 480ms realtime, 4m 31s 480ms uptime
  Start clock time: 2017-10-24-07-22-27
  Screen on: 0ms (--%) 0x, Interactive: 0ms (--%)
  Screen brightnesses: (no activity)
  Mobile total received: 0B, sent: 0B (packets received 0, sent 0)
  Phone signal levels: (no activity)
  Signal scanning time: 0ms
  Radio types: (no activity)
  Mobile radio active time: 0ms (--%) 0x
  Wi-Fi total received: 0B, sent: 0B (packets received 0, sent 0)
  Wifi on: 0ms (--%), Wifi running: 0ms (--%)
  Wifi states: (no activity)
  Wifi supplicant states: (no activity)
  Wifi signal levels: (no activity)
  WiFi Idle time: 0ms (--%)
  WiFi Rx time:   0ms (--%)
  WiFi Tx time:   0ms (--%)
  WiFi Power drain: 0mAh
  Bluetooth Idle time: 0ms (--%)
  Bluetooth Rx time:   0ms (--%)
  Bluetooth Tx time:   0ms (--%)
  Bluetooth Power drain: 0mAh

  Device battery use since last full charge
    Amount discharged (lower bound): 0
    Amount discharged (upper bound): 0
    Amount discharged while screen on: 0
    Amount discharged while screen off: 0

  1000:
    Wake lock *alarm* realtime
    Wake lock AudioMix realtime
    Sensor 0: (not used)
  1001:
    Wake lock *alarm* realtime
    Wake lock RILJ realtime
